	SRR6357070_ReadsPerGene.out.tab	SRR6357071_ReadsPerGene.out.tab	SRR6357072_ReadsPerGene.out.tab
YJL019W	1597	2264	1806
YJR082C	658	971	750
YJL181W	529	817	499
YJR095W	79	108	112
YJR086W	656	905	802
YJL077C	99	157	141
tR(UCU)J2	0	0	0
YJR006W	1475	2208	1693
YJR072C	4380	6410	5025
YJL118W	251	352	293
YJL184W	746	1199	963
YJR133W	1322	1945	1459
YJR025C	932	1404	975
YJR018W	0	1	1
YJL095W	3685	5492	4196
YJR147W	1957	3250	2434
YJL043W	65	79	93
YJL107C	738	1003	722
YJL012C	29237	43522	34042
YJR121W	42449	54579	44222
YJL145W	2484	3631	2980
YJL153C	247	349	295
YJL088W	92	141	130
YJR064W	13961	20726	15548
YJL137C	703	977	708
YJL074C	4075	5500	4116
YJL111W	8841	13589	10881
YJL158C	19052	26475	23999
YJR016C	43525	60681	47458
YJR099W	758	1098	766
YJL208C	1677	2389	1839
YJL048C	932	1267	1002
YJL197W	3945	6078	4530
YJR074W	775	1156	877
YJL127C-B	651	932	686
tD(GUC)J4	3	4	5
YJL020W-A	0	0	0
YJL078C	3641	5439	4884
YJL165C	6043	7722	6371
YJR117W	7185	10088	8537
YJR057W	658	983	752
YJR160C	62	87	72
YJL134W	1922	2891	2046
YJL219W	58	86	77
YJL081C	3301	5199	3874
YJL054W	3638	4972	3690
YJR137C	8433	15595	6782
tK(CUU)J	1	3	5
YJL038C	92	144	130
YJR056C	681	1190	879
YJL072C	514	723	566
YJR152W	351	532	386
YJL142C	93	264	179
YJL192C	3031	4569	3484
YJR001W	2778	4723	3888
YJR110W	1090	1530	1218
YJL190C	44223	55489	51035
YJL182C	0	0	2
YJL099W	1398	1872	1478
YJL090C	1212	1613	1313
YJL055W	2364	3671	2853
YJL085W	1346	1825	1353
YJR109C	9762	12731	7350
YJL167W	11681	16708	13652
tM(CAU)J3	1	1	2
YJL127C	1574	2250	1710
YJR004C	729	1082	813
YJL036W	1421	1958	1511
YJL150W	6	5	9
YJL168C	2172	3444	2560
YJR036C	373	493	437
YJL162C	795	1127	877
YJR106W	1349	1865	1557
YJR043C	1283	1765	1422
YJR066W	8512	11848	9594
YJL001W	4708	6442	5109
YJR061W	1071	1523	1282
YJL212C	5164	8638	5750
YJL024C	839	1239	1040
YJR125C	2714	3609	2764
YJR051W	2386	3286	2326
YJR112W-A	255	433	369
YJR050W	815	1141	853
YJR011C	456	640	543
YJR136C	607	902	736
YJL200C	4920	6771	4986
YJL188C	549	676	829
YJL170C	184	266	234
YJL129C	5026	7536	5661
YJR112W	448	680	529
YJR103W	3493	4444	3817
YJL044C	2236	3137	2497
YJL157C	5316	7574	6224
YJR142W	1432	1956	1631
YJL034W	42914	62246	45990
YJL183W	3781	5581	4438
YJR031C	5321	7410	5854
YJL066C	367	549	393
YJR077C	9196	13010	10482
YJL064W	2	0	0
YJL136W-A	5	4	3
YJR010C-A	708	969	882
YJR033C	3370	4755	3752
YJL068C	1723	2874	2130
YJL112W	1842	2771	2003
YJL039C	13454	19454	14854
YJL180C	867	1413	1035
YJL147C	536	763	607
YJR116W	704	1176	968
YJL025W	800	1243	1001
YJR062C	1238	1819	1316
YJR090C	4168	6047	4577
YJR035W	1196	1865	1329
YJL174W	4963	6909	5749
YJL203W	268	429	366
YJL014W	13578	18777	14199
YJL027C	17	13	17
YJR157W	7	9	2
YJR149W	433	621	428
YJR154W	208	261	224
YJR075W	5247	7372	5781
YJR052W	949	1487	1165
IRT1	448	661	593
YJL026C-A	0	0	0
tE(UUC)J	4	13	17
YJR126C	4028	5858	4352
tL(UAA)J	9	4	8
tG(GCC)J1	1	0	2
YJL005W	7783	11263	8408
YJL206C	810	1146	881
YJL100W	793	1133	921
tT(AGU)J	1	0	1
YJL047C-A	37	58	50
tD(GUC)J2	1	1	3
YJL222W-B	0	0	0
YJR076C	3910	5442	4424
YJL217W	2420	3368	2225
YJR059W	4900	6853	5321
YJR124C	2042	2917	2189
YJL143W	1457	2408	1931
YJL059W	554	758	591
YJR078W	161	255	150
tM(CAU)J2	0	0	0
YJL207C	9217	13233	10486
YJL144W	399	509	391
YJL125C	1767	2822	2122
YJL198W	5142	8113	5989
tD(GUC)J1	5	5	12
YJL122W	2122	3587	2835
YJL007C	34	30	28
YJL225C	75	107	88
YJL211C	28	47	40
YJR073C	939	1694	1142
YJR143C	17428	24777	19443
YJL131C	491	722	537
YJL177W	30708	40775	35957
YJR032W	1935	2732	2283
YJR151C	215	328	258
YJR024C	1876	2709	2225
YJL140W	2751	3795	2994
YJR068W	2240	3174	2535
YJR017C	558	675	766
YJR058C	457	722	608
YJR101W	1718	2607	1808
YJL026W	9978	14188	13111
YJL096W	813	1372	1030
tM(CAU)J1	2	3	6
tR(CCU)J	3	2	4
YJR156C	108	139	109
YJL063C	1068	1565	1223
YJR159W	7	14	13
YJR094C	270	401	322
tG(GCC)J2	14	13	24
YJL028W	6	6	9
YJL101C	5075	7494	5679
YJL056C	1197	1799	1543
tY(GUA)J1	8	9	31
YJR041C	6498	9128	7210
YJL080C	36368	52657	42523
YJR091C	5920	7980	6540
YJR013W	1040	1649	1163
YJL222W	76	117	103
YJL121C	3452	5190	4354
YJL138C	22903	31793	26524
YJR047C	172	352	385
YJL151C	779	965	958
YJL057C	875	1146	899
YJL218W	291	294	235
YJR087W	0	1	1
YJL130C	76360	110039	83080
snR190	28434	56733	66402
YJL069C	3507	5297	4507
YJL045W	134	200	156
YJL091C	1628	2266	1840
YJL033W	6248	9440	6998
YJR122W	745	1088	800
YJL041W	8496	12845	10008
tR(UCU)J1	1	0	2
YJL065C	189	233	179
YJR148W	6023	10730	5324
YJL123C	3446	5443	4007
YJL046W	938	1318	952
YJR123W	125298	176848	151978
YJR118C	1732	2373	1928
YJL071W	876	1299	885
YJR015W	5112	7166	6103
YJR102C	561	883	671
YJL004C	1130	1570	1196
YJL155C	1113	1440	1094
YJL154C	6743	9610	7614
YJR107W	890	1142	834
YJL035C	411	631	466
YJR089W	1621	2524	1946
YJL042W	4538	7308	6368
YJL169W	51	67	67
YJL115W	501	704	620
YJR003C	1884	2721	2274
YJL116C	533	958	609
YJL053W	1387	1930	1460
YJL124C	3066	4585	3518
YJR104C	17600	28485	23733
YJL105W	323	388	338
YJL215C	50	101	78
YJR070C	7380	10841	8885
YJR097W	359	614	402
YJL126W	511	720	547
YJL214W	411	545	436
YJL166W	2611	2909	2703
YJL023C	332	436	392
YJL094C	3021	4043	3297
YJR054W	1530	2365	1763
YJR141W	677	1048	842
YJL191W	6575	9437	8828
YJR135C	296	407	343
YJL049W	658	1008	759
YJR155W	214	299	246
YJL109C	27230	38954	29429
YJL013C	805	1140	924
YJL141C	3033	4235	3100
YJL133C-A	273	447	181
YJL178C	2971	3958	3173
YJR022W	1	0	0
YJL062W	2887	4206	3287
YJL197C-A	0	0	0
YJL082W	2862	3682	3036
YJL120W	34	55	45
YJL098W	5295	7638	5906
YJL152W	23	30	35
YJR162C	3	0	8
YJL196C	4648	6719	5403
YJL003W	395	614	484
YJL015C	5	2	1
YJL075C	104	105	97
YJR020W	2	5	5
YJL205C	221	400	345
YJR113C	616	951	756
YJR111C	688	1014	847
YJR055W	288	445	319
tY(GUA)J2	3	1	10
YJL148W	2891	4179	3543
tS(AGA)J	6	10	14
YJL097W	2610	4118	3206
YJL031C	888	1271	893
YJR132W	6911	9377	7353
YJL092W	3963	5895	4648
YJL083W	1380	2127	1677
YJL175W	0	1	0
YJL225W-A	0	0	0
snR60	15	9	26
YJL102W	1235	1640	1358
YJL077W-A	0	0	0
YJL052C-A	3	4	5
YJR083C	663	919	840
YJL128C	3209	4694	3630
YJR005C-A	6	17	8
YJR042W	3314	4821	3872
YJL209W	1414	2237	1656
YJL087C	2711	3745	2860
YJR127C	3845	5289	4994
YJL210W	505	866	647
YJR134C	2722	3646	2921
YJL076W	12504	18984	14798
YJR027W	3951	6461	3016
YJL113W	499	693	467
YJR026W	0	0	0
YJR028W	0	0	0
YJL114W	54	80	54
YJR029W	134	193	126
YKL103C	1735	2900	2302
tL(UAA)K	4	4	3
YKL131W	6	11	9
tV(AAC)K1	8	4	4
tT(CGU)K	1	1	6
snR69	112	170	184
YKR004C	518	777	599
YKR092C	8362	12894	10281
YKL002W	1526	2345	1813
tA(AGC)K1	0	0	1
YKL173W	3689	5240	4019
YKL061W	344	519	411
YKL139W	1358	2047	1655
YKL180W	52765	77591	65931
YKL004W	5227	8403	6405
YKL143W	2825	4551	3443
YKL062W	1841	2220	2063
YKL172W	5927	8897	6896
YKR014C	2620	3500	2845
YKL149C	759	1161	894
YKR099W	2792	4441	3375
YKL110C	1943	2754	2192
YKL094W	3362	4548	3546
YKR094C	32073	44558	39935
YKR058W	730	978	751
YKL183C-A	149	183	137
YKR052C	919	1432	1069
YKL157W	12355	18046	13839
YKL068W-A	767	1254	1034
YKR062W	2128	3047	2298
YKL091C	679	1009	749
YKR073C	46	90	72
YKR087C	1390	1911	1469
YKL070W	520	852	648
YKR038C	2638	3561	2790
YKR048C	7176	11011	8695
YKL096W-A	39213	57350	56293
YKL014C	16178	21570	16929
YKR082W	8604	11537	9188
YKR045C	386	481	436
YKL018C-A	49	79	67
YKL126W	6022	8001	6654
YKR072C	4214	6247	4709
YKR075W-A	0	0	0
YKL074C	1391	2062	1517
YKL087C	617	967	720
YKL018W	1304	1835	1433
YKL135C	3174	4435	3347
YKL112W	3420	4997	3882
YKR085C	987	1434	1050
YKR102W	288	426	335
YKL217W	632	840	591
YKR044W	1604	2283	1780
YKR080W	2253	3250	2284
YKL065W-A	29	39	35
YKL156C-A	0	0	0
YKR068C	1416	2258	1810
YKR027W	1677	2370	1845
YKL081W	71315	105236	84428
YKR022C	840	1254	965
YKL083W	19	19	18
YKL198C	1508	2158	1978
YKR007W	940	1253	1001
YKR078W	803	1168	895
YKR001C	11404	16926	13587
YKR025W	1492	2306	1782
YKL124W	592	843	642
YKR095W	13360	19373	14894
YKL129C	3293	4722	3812
YKL100C	3728	5435	4146
YKL041W	272	475	394
YKL221W	60	76	84
YKL031W	23	50	40
YKR074W	1457	2199	1842
YKL138C	864	1252	865
YKL063C	1379	1826	1441
tK(UUU)K	31	37	48
YKL024C	2949	4425	3396
YKL086W	41	31	29
YKL073W	6146	8626	6453
YKR006C	1695	2459	1744
YKL034W	1764	2400	1872
YKL118W	11	10	8
YKL104C	11569	16656	12832
YKL191W	5160	7751	5754
YKR042W	37820	53056	47824
YKR013W	5910	8344	6759
YKR101W	409	666	505
YKL039W	4891	7422	5520
YKL214C	1322	1788	1522
YKL155C	1594	2272	1655
YKL116C	1949	2673	2171
YKR089C	3917	5808	4106
YKR018C	7880	11919	8265
YKR079C	3238	4594	3371
YKL153W	2717	4349	3644
YKL027W	2000	2853	2328
YKL100W-A	0	0	0
YKL035W	10138	14613	12392
YKL084W	529	691	554
YKL207W	3450	4925	4001
YKR066C	4049	6356	5011
YKL117W	7450	11196	9076
YKL140W	2455	3350	2693
YKL007W	2267	3362	2601
YKL051W	1750	2367	2129
YKL022C	2346	3433	2546
YKL021C	2185	3135	2600
YKL148C	2406	3347	2617
YKL038W	3197	4817	3788
YKL125W	1763	2441	2065
YKL048C	1145	1659	1352
YKL053W	3	3	4
YKR093W	7102	11873	8721
YKL201C	909	1416	1249
YKL123W	5	5	4
YKL224C	1	0	1
YKL077W	7876	10765	8551
YKR103W	576	875	699
YKR104W	149	210	142
YKR024C	2691	4316	3412
YKR056W	3377	5128	4165
YKL203C	7207	10647	8522
YKR054C	9788	15306	12377
YKR057W	18327	25282	23600
YKL133C	350	601	448
tH(GUG)K	7	9	17
YKL122C	1862	2635	2307
YKR100C	1559	2267	1858
YKR083C	448	581	489
YKL225W	4	1	22
YKL189W	855	1217	949
YKL113C	2111	3195	2504
tV(AAC)K2	2	8	4
YKL213C	3848	5410	4099
YKL154W	1430	2241	1734
YKR063C	1399	2133	1598
YKL163W	232	265	259
YKL174C	2768	3895	3026
YKL134C	1597	2189	1566
YKR011C	1060	1516	1292
YKL005C	1231	2040	1498
YKL069W	1013	1334	1185
YKL006W	32427	45848	41386
YKL187C	493	791	553
YKL111C	17	33	25
YKR035W-A	0	0	0
YKL182W	182760	248645	207275
YKL099C	1938	2765	2178
YKL179C	3640	5209	3924
YKL047W	1467	2151	1662
YKL049C	672	1068	906
YKL220C	311	439	306
YKL183W	1278	1824	1482
YKL181W	10968	16758	12749
YKL088W	1030	1635	1375
YKL209C	13194	19887	15557
tL(CAA)K	3	2	6
YKR019C	894	1340	1054
YKR012C	14	21	34
YKL166C	1442	2063	1753
YKL016C	5432	5955	5402
YKR086W	2141	3294	2527
tR(ACG)K	3	9	17
YKL141W	2707	3746	3190
YKL065C	2541	3984	3001
YKL013C	3121	4446	3451
YKL040C	1969	2637	2240
YKR061W	541	977	768
YKL096W	3208	5654	3702
YKR050W	1878	2956	2241
YKL170W	5	12	16
YKR046C	2434	3463	2742
YKL210W	30637	45089	33598
YKR002W	2238	3376	2508
YKL015W	3644	5678	4130
snR87	98	141	113
YKL009W	5338	7556	6346
YKL108W	598	946	746
YKR097W	220	330	283
YKL071W	530	813	597
YKL075C	703	946	812
YKL206C	927	1571	1292
tD(GUC)K	2	6	4
YKL195W	3742	5733	3822
YKL130C	1199	1643	1470
YKL064W	4020	5726	4438
YKR026C	2695	3862	2964
YKL076C	123	178	173
YKL188C	362	524	423
YKL196C	4967	6924	5384
snR42	14932	23912	34629
YKR105C	241	359	300
YKL109W	5676	8675	6805
YKR071C	4881	6686	5377
YKL168C	1133	1692	1325
YKL102C	37	28	29
YKR090W	2461	3743	2771
YKR036C	1566	2375	1890
YKL202W	9	20	10
YKR084C	4073	5935	4484
YKL216W	26708	39713	29724
YKR055W	507	771	639
YKL219W	1006	1525	1260
YKL020C	4283	5971	4896
YKL178C	138	212	116
YKL067W	2353	3698	2749
YKL097C	2	4	10
YKL095W	559	782	605
YKR031C	4907	7279	5689
YKL036C	4	0	5
YKR088C	1856	2629	1998
YKL151C	1045	1424	1227
YKL105C	2142	3321	2441
YKL169C	8	19	13
YKL150W	2869	3570	3095
YKL023C-A	477	962	727
YKL138C-A	529	750	535
YKL082C	739	1306	1037
YKR070W	2434	3503	2781
YKR021W	1977	2727	2244
YKR016W	2940	3978	3134
YKR033C	0	0	0
YKR059W	23471	35982	29026
YKR069W	638	1063	634
YKR053C	788	1118	969
YKL218C	465	808	497
YKL167C	637	972	764
tE(UUC)K	11	16	31
YKL142W	2598	3758	3136
YKL011C	698	1008	754
YKL160W	3083	3806	3270
YKL144C	1083	1571	1252
YKL055C	461	606	461
YKR043C	5357	8033	6916
YKR039W	493	738	653
YKL019W	1939	2664	2030
YKL184W	5357	8048	5999
YKR029C	1559	2154	1650
YKL176C	5108	7535	5545
YKL033W-A	3352	5219	4030
YKL090W	608	939	704
YKR041W	51	86	77
YKL010C	5354	7998	6251
YKL032C	2794	4084	3571
YKR051W	987	1316	1048
YKR098C	767	1069	807
YKL175W	3662	5396	4248
YKL120W	6386	8338	6749
YKL222C	711	1018	763
YKL092C	2474	3568	2813
YKL068W	6234	9033	7212
YKR009C	580	884	660
tA(AGC)K2	0	1	0
YKR028W	6733	9980	7460
YKR076W	389	633	453
YKR106W	224	334	261
YKL197C	2054	3134	2384
YKL152C	60043	77526	62259
YKL093W	644	942	735
YKL080W	12935	18872	15306
YKL185W	3999	5459	4847
YKR081C	4468	6575	4852
YKR035C	4	1	1
YKL101W	8349	12881	10318
YKR008W	3311	4413	3591
tW(CCA)K	5	4	14
YKL056C	60755	78723	68930
YKL156W	2446	3888	3270
YKL162C	315	450	362
YKL192C	3097	4999	4086
YKR064W	1810	2510	1922
YKL017C	1256	1774	1346
YKL204W	3305	4621	3836
YKL190W	1371	2123	1749
YKL211C	4006	5555	4657
YKL115C	66	91	59
YKL107W	105	142	103
YKL127W	6392	9307	7114
YKL165C-A	49	80	66
YKR049C	501	866	607
YKL052C	684	906	757
YKL053C-A	737	1037	757
YKL121W	1324	1779	1331
tN(GUU)K	11	12	16
YKL050C	556	823	713
YKL194C	841	1328	948
YKR037C	704	898	718
YKL059C	1252	1814	1545
YKL205W	7216	9783	7612
YKL137W	485	812	614
YKR015C	247	386	323
YKL146W	2035	3049	2370
YKR003W	2380	3633	2880
YKL028W	2726	3901	2882
YKR010C	1310	1799	1583
YKL193C	1632	2025	1837
tK(CUU)K	15	11	16
YKL212W	10750	15537	11878
YKL147C	0	2	0
YKL054C	14257	19335	17047
snR38	212	321	279
YKR096W	3135	4548	3420
YKL006C-A	693	898	795
YKL164C	20770	30321	24815
YKL145W-A	0	0	0
YKL026C	182	309	184
YKL044W	278	417	302
YKL089W	683	981	707
YKR077W	307	470	432
YKR095W-A	551	883	791
YKL079W	2193	3036	2281
YKL161C	421	590	405
YKL159C	608	927	748
YKR030W	1068	1742	1358
YKL037W	48	67	47
YKL042W	758	1163	979
YKR020W	489	716	519
YKL012W	1880	2729	2157
YKL106W	2842	3737	3010
YKR075C	353	561	455
YKR065C	1897	3020	2471
YKL043W	2692	3662	2551
YKL045W	1476	2377	1842
YKR060W	1105	1678	1446
YKL085W	4627	6468	5074
YKL165C	4372	6692	4845
YKL003C	763	1205	941
YKL072W	1369	1922	1521
YKL177W	2	2	3
YKL186C	1864	2556	2061
snR64	81	113	128
YKR032W	1	1	1
YKL132C	379	547	493
YKL223W	1	1	1
YKL078W	2437	3767	2742
YKL001C	1458	2778	1225
YKR040C	1	0	1
YKL046C	3080	4733	3867
YKR017C	810	1319	991
YKL058W	1300	2059	1571
YKL208W	470	667	514
YKR005C	249	387	287
YKR034W	0	3	8
YKL060C	370824	597720	473329
YKL030W	17	19	14
YKL162C-A	13	29	22
YKR091W	582	710	515
YKL096C-B	2	4	1
YKL171W	1558	2332	1794
YKL025C	2459	3187	2784
YKL023W	687	1041	757
tR(UCU)K	16	26	28
YKL215C	3842	5843	4394
YKL136W	23	48	38
YKL033W	1869	2638	2059
YKR023W	822	1151	943
YKR067W	2097	3063	2066
YKL098W	811	1203	924
YKL114C	1877	2682	2172
YKL145W	7900	11566	9154
YKL057C	6198	9153	7370
YKL106C-A	2	10	3
YKL128C	3898	5033	4131
YKL008C	3582	5100	4831
YKL029C	6413	10991	8237
YKR047W	193	407	350
YKL066W	384	578	488
YKL119C	622	998	729
YEL041W	231	331	293
YER011W	1167	1990	2644
YER158W-A	27	25	29
snR53	48	62	52
YER056C-A	15516	25468	23793
YEL067C	103	160	120
YEL054C	8817	11790	10640
YEL047C	4146	5945	4984
YER146W	12	21	26
YER159C	544	742	674
YER084W	23	43	31
YER183C	927	1183	1011
YEL009C-A	13	11	7
YEL059C-A	52	96	106
YER172C	8410	11981	9688
YER092W	518	748	612
YEL008C-A	0	0	0
YEL032W	4964	7268	5685
YEL010W	12	7	14
YEL040W	18919	24863	23368
YEL059W	15	45	19
YER105C	9867	14582	11209
YEL053C	2579	3653	2934
YEL046C	18698	26343	22267
YER137C	78	110	82
YER013W	2023	3028	2360
YER147C-A	300	391	331
YEL036C	3553	5416	4361
YER094C	4645	6486	5136
YER038C	551	763	635
YEL034W	0	0	0
YER144C	1821	2931	2321
YER069W	1519	2226	1684
YEL066W	433	608	445
YER161C	1374	2287	1792
YER131W	26321	34461	32179
YER027C	2472	3608	2859
tH(GUG)E2	14	26	24
YER088C-A	113	83	105
YER002W	1789	3051	2376
YEL062W	1010	1257	1067
YEL074W	11	22	27
YER142C	586	856	614
YER035W	1110	1502	1320
YER145C	8319	11897	9494
YER176W	3514	5734	4427
YER071C	458	570	491
YER150W	979	1166	1162
YER177W	28020	43164	34426
YER123W	2190	3078	2413
YEL018W	219	345	279
YER116C	611	849	675
YER043C	50426	69134	56013
YEL004W	513	810	578
YER141W	2357	3694	3043
YER170W	373	544	414
YER047C	868	1532	1316
YER132C	5471	7957	6492
YEL068C	410	560	471
YER080W	5287	7593	5769
YER052C	6895	9932	7560
YER070W	23687	34101	28555
YEL007W	4276	5559	4972
tE(UUC)E2	24	61	39
YER068C-A	1	1	2
YER115C	815	1156	862
tS(AGA)E	1	5	0
YER076C	363	543	421
YEL021W	0	0	0
YEL026W	10021	13623	13018
YER040W	1412	1909	1478
YEL016C	966	1491	1131
YER012W	5173	7643	5659
YER190W	49	74	52
YER185W	112	151	143
YER189W	44	51	50
YEL060C	7192	10235	8166
YEL052W	2797	4273	3226
YER149C	662	979	738
YER111C	2944	4000	3038
YER081W	1081	1572	1175
YER010C	894	1423	1112
YER018C	560	512	635
YEL076C	7	19	13
YEL018C-A	0	0	0
YER072W	12577	20865	17331
YER093C	3192	4435	3719
YER178W	23493	34585	25332
YER030W	1920	2979	2225
YER128W	242	405	349
YER003C	13153	18306	14533
YER163C	874	1420	1095
YEL005C	420	554	484
YER173W	555	859	610
YEL065W	5791	6323	5908
YEL055C	12315	17593	13119
YER029C	819	1205	917
YER089C	4049	6219	4999
YER179W	164	217	167
YEL011W	1699	2245	1669
YER166W	9236	13739	9893
YER061C	1083	1705	1080
YER082C	4147	6322	4818
YER118C	2436	3416	2664
YER152C	1587	2441	1860
YER107C	1584	2193	1750
YER020W	2772	3842	3047
YER125W	13202	18542	14389
YER122C	6069	9002	7154
YER038W-A	0	0	0
YER057C	2940	4049	3384
YEL033W	392	462	405
YER006W	9540	13279	10319
YER007W	381	637	465
YER078W-A	9	13	5
tA(UGC)E	14	17	18
YEL002C	8002	12569	9525
YEL064C	551	700	538
YER103W	1903	2393	1736
YER007C-A	3493	4533	3710
snR80	2962	4640	7205
YER093C-A	235	377	317
YER120W	6983	9499	8547
YER033C	1088	1462	1291
YER054C	254	350	289
tV(AAC)E2	9	8	4
YER164W	8462	12119	9605
YER139C	426	592	438
snR52	91	140	213
YEL042W	8902	12875	10220
YER190C-A	0	0	0
tS(UGA)E	6	16	12
YER008C	5710	8157	6235
YER114C	5877	8119	6374
YER034W	484	791	654
YEL008W	21	35	41
YER014W	933	1301	1228
YER143W	1648	2264	1873
YER053C-A	86	72	94
YER028C	491	919	652
YER048C	4454	6350	4986
YER044C	1054	1465	1516
YEL039C	55	77	73
YER053C	1382	1929	1417
tQ(UUG)E1	2	0	3
YEL034C-A	0	0	1
YER155C	22540	32740	25292
snR4	8549	11111	15301
YER050C	930	1377	1004
YER031C	2217	3366	3042
YER037W	1437	1755	1660
YEL049W	63	99	64
tQ(UUG)E2	0	2	4
YEL006W	1162	1888	1438
YER100W	1978	2915	2462
YER181C	47	42	32
YER015W	454	656	463
YER129W	4231	6262	4738
YER172C-A	0	0	0
tR(UCU)E	7	8	8
YEL072W	224	323	223
YEL075C	3	4	1
YER048W-A	1360	1841	1578
YER051W	771	1109	802
YER171W	2501	3823	2940
YER078C	1650	2295	1659
YER169W	2077	3461	2662
YEL003W	1843	2361	1833
YEL077W-A	0	0	0
YEL017C-A	6443	9293	7659
YER133W	8933	12559	9797
YER152W-A	0	0	0
YER060W	1908	2974	2141
YER186C	1452	2275	1718
YER188W	107	170	169
YEL045C	17	19	38
YER022W	2256	3038	2475
YER148W-A	58	87	90
YER157W	2421	3637	2775
YER014C-A	0	0	0
YEL076C-A	0	1	0
YEL038W	1390	2217	1723
YER066W	113	150	119
YER098W	967	1324	1054
YEL035C	19	31	27
RPR1	22718	33671	43266
YER063W	2260	3269	2771
YER127W	2019	3151	2596
YER154W	3115	4914	3874
YER032W	2014	2742	2407
YER180C-A	234	328	264
YEL071W	10941	18471	8967
tK(CUU)E2	0	3	4
YEL057C	92	137	106
YEL069C	130	198	208
YEL043W	3861	5931	4826
YER096W	190	222	207
YER017C	4190	5794	4188
YEL019C	337	454	376
YER009W	8247	12658	11369
YER104W	341	440	385
YER067W	0	0	0
SCR1	795550	1009331	1127252
YER044C-A	137	170	164
YER101C	562	798	629
YER121W	50	67	54
YER019C-A	2827	3382	3220
tE(UUC)E1	12	12	19
YEL050C	1281	2046	1477
YER062C	3408	5006	4075
YER006C-A	3	1	4
YER016W	1473	2109	1732
YEL025C	2362	3617	2766
YER024W	1069	1694	1155
YER023W	4259	6197	4990
YER079W	547	727	569
YER136W	7487	11002	8346
YER151C	6040	8667	6844
YEL029C	1044	1543	1195
YER065C	1144	1657	1241
YEL050W-A	30	50	37
YER085C	0	0	1
YER147C	968	1417	1027
YER064C	3402	4492	3925
YER119C	874	1622	1218
YEL020C-B	1	4	1
YER068W	2797	3753	3088
YER158C	1009	1355	1387
YER138W-A	431	588	446
YER130C	7698	8311	8139
YEL015W	3140	4114	3482
tK(CUU)E1	80	97	147
YER153C	444	391	422
YER137W-A	0	0	0
YER113C	2995	4362	3254
YEL030W	424	670	526
YER083C	2040	2986	2555
YER167W	3548	5268	3916
YEL032C-A	0	0	0
YEL073C	79	101	67
tV(AAC)E1	5	3	2
YER005W	2276	3550	2570
YER102W	29416	39212	33787
YER046W	176	269	244
YER023C-A	0	0	0
YEL031W	31134	45783	32888
YER075C	2211	3299	2751
YER073W	14391	18674	15126
YEL027W	19261	30711	25157
YEL024W	2058	2577	2179
YER049W	8447	12162	9527
YER175W-A	97	140	111
YEL037C	7046	9290	7748
YER134C	307	461	392
YER088C	6867	9923	9036
YER175C	497	851	605
tG(GCC)E	6	5	11
YER021W	10433	14381	11556
YER004W	2299	3451	2677
YER087C-A	64	97	79
YEL017W	1401	2069	1714
YER106W	18	42	25
YER066C-A	35	66	45
YER117W	27878	41210	37343
YER145C-A	27	64	56
YER076W-A	66	103	92
YER187W	40	76	79
snR14	616	1273	1518
YER046W-A	3	3	4
YER168C	2372	3186	2615
YER124C	12755	16751	13310
SRG1	832	1402	1194
YER095W	1206	1949	1543
YEL028W	200	272	212
YER045C	707	1029	847
YER088W-B	0	0	0
YER086W	10595	15436	12519
YER188C-A	11	11	26
YER148W	1832	2527	2023
YEL022W	9790	14066	10886
YEL001C	4261	6346	5366
YER056C	13902	22793	16570
YER087C-B	2633	3832	3480
YEL013W	6337	8977	6881
YER074W	37985	52975	47262
tE(UUC)E3	0	1	1
YER133W-A	102	88	90
YER119C-A	5	7	5
YEL063C	3863	6054	4506
YEL051W	8846	12294	10284
YER190C-B	0	0	0
YEL061C	3250	4211	3430
YER059W	1422	2141	1584
YER091C-A	2	3	7
YER140W	1114	1633	1249
YEL056W	2281	3269	2667
YER084W-A	0	2	3
YER036C	28097	40328	31676
YEL009C	31088	42918	35830
YER079C-A	0	0	0
YEL053W-A	3	4	5
tM(CAU)E	3	5	9
YEL030C-A	15	12	16
YEL014C	193	257	220
YER156C	4702	7313	6012
YER162C	677	1015	807
YER090W	5656	7951	6590
YER074W-A	951	1247	1168
YER041W	946	1316	963
YER165C-A	269	414	314
YER097W	110	168	152
YER112W	1917	2436	2183
YER090C-A	0	0	0
YER067C-A	0	0	0
snR67	521	1094	1012
tH(GUG)E1	17	10	18
YER174C	1188	1726	1381
YER107W-A	86	148	104
YER026C	3411	5120	3906
YER099C	1420	2271	1716
YEL048C	273	475	335
YEL070W	35	36	49
YER025W	16797	23818	18883
YEL075W-A	0	0	0
YER126C	4454	6289	5226
tI(AAU)E1	1	3	6
YER182W	677	926	682
YER165W	64264	85609	72357
YEL058W	5125	7376	5558
YER060W-A	571	924	701
YER184C	985	1351	1087
YEL012W	405	621	466
YEL020W-A	192	274	175
YER077C	1181	1727	1338
YER039C	54	77	61
YER042W	1706	2586	1556
YER019W	1867	2878	2423
YER039C-A	49	60	42
YER058W	132	218	171
YER110C	42931	58890	47889
YER135C	35	49	38
YEL023C	471	700	472
YEL077C	443	748	591
tI(AAU)E2	4	12	9
YER001W	7962	10929	8642
YEL020C	992	1433	1170
YEL044W	932	1289	1228
YER180C	547	883	664
YER087W	581	876	608
YER055C	13560	18143	14516
tR(ACG)E	2	5	2
YER091C	44202	80317	39776
YER138C	30	21	11
YER137C-A	0	0	0
